日期,机组名称,变动成本电价
2024-03-19,广州291机组,663.49
2024-03-19,广州292机组,663.49
2024-03-19,清远293机组,701.76
2024-03-19,清远294机组,701.76
2024-03-19,阳江72机组,356.74
2024-03-19,阳江73机组,356.74
2024-03-19,东莞283机组,701.76
2024-03-19,东莞284机组,701.76
2024-03-19,东莞295机组,701.76
2024-03-19,东莞296机组,701.76
2024-03-19,珠海299机组,701.76
2024-03-19,珠海300机组,701.76
2024-03-19,茂名174机组,356.74
2024-03-19,茂名175机组,356.74
2024-03-19,东莞290机组,760.25
2024-03-19,东莞301机组,701.76
2024-03-19,东莞302机组,701.76
2024-03-19,东莞303机组,701.76
2024-03-19,东莞304机组,701.76
2024-03-19,佛山30机组,448.44
2024-03-19,阳江379机组,0.0
2024-03-19,湛江422机组,0.0
2024-03-19,河源178机组,396.67
2024-03-19,河源179机组,396.67
2024-03-19,阳江469机组,0.0
2024-03-19,深圳287机组,701.76
2024-03-19,广州307机组,701.76
2024-03-19,深圳288机组,701.76
2024-03-19,广州308机组,701.76
2024-03-19,佛山305机组,701.76
2024-03-19,佛山306机组,701.76
2024-03-19,揭阳309机组,793.3
2024-03-19,阳江359机组,300.0
2024-03-19,揭阳310机组,793.3
2024-03-19,阳江360机组,300.0
2024-03-19,江门180机组,422.27
2024-03-19,江门518机组,0.0
2024-03-19,揭阳524机组,0.0
2024-03-19,清远532机组,0.0
2024-03-19,江门547机组,0.0
2024-03-19,江门545机组,0.0
2024-03-19,珠海431机组,0.0
2024-03-19,阳江481机组,0.0
2024-03-19,清远205机组,396.67
2024-03-19,清远206机组,396.67
2024-03-19,惠州482机组,0.0
2024-03-19,汕头331机组,379.54
2024-03-19,汕头332机组,379.54
2024-03-19,惠州275机组,701.76
2024-03-19,惠州276机组,701.76
2024-03-19,东莞333机组,701.76
2024-03-19,云浮209机组,422.27
2024-03-19,湛江423机组,0.0
2024-03-19,湛江424机组,0.0
2024-03-19,肇庆337机组,701.76
2024-03-19,广州339机组,701.76
2024-03-19,广州340机组,701.76
2024-03-19,佛山556机组,0.0
2024-03-19,广州346机组,663.49
2024-03-19,广州347机组,663.49
2024-03-19,江门557机组,0.0
2024-03-19,韶关529机组,0.0
2024-03-19,清远562机组,0.0
2024-03-19,清远561机组,0.0
2024-03-19,湛江495机组,0.0
2024-03-19,阳江470机组,0.0
2024-03-19,江门570机组,0.0
2024-03-19,梅州585机组,0.0
2024-03-19,汕尾484机组,0.0
2024-03-19,汕尾485机组,0.0
2024-03-19,梅州612机组,0.0
2024-03-19,广州9机组,663.49
2024-03-19,阳江620机组,0.0
2024-03-19,江门578机组,0.0
2024-03-19,汕头621机组,0.0
2024-03-19,阳江623机组,0.0
2024-03-19,汕尾626机组,0.0
2024-03-19,汕尾627机组,0.0
2024-03-19,韶关628机组,0.0
2024-03-19,揭阳629机组,0.0
2024-03-19,揭阳630机组,0.0
2024-03-19,阳江631机组,0.0
2024-03-19,阳江632机组,0.0
2024-03-19,惠州483机组,0.0
2024-03-19,湛江393机组,0.0
2024-03-19,湛江394机组,0.0
2024-03-19,阳江471机组,0.0
2024-03-19,韶关36机组,0.0
2024-03-19,清远634机组,0.0
2024-03-19,清远635机组,0.0
2024-03-19,中山636机组,0.0
2024-03-19,阳江638机组,0.0
2024-03-19,汕头639机组,0.0
2024-03-19,肇庆587机组,0.0
2024-03-19,阳江589机组,0.0
2024-03-19,河源44机组,427.27
2024-03-19,深圳17机组,403.39
2024-03-19,深圳18机组,403.39
2024-03-19,深圳19机组,403.39
2024-03-19,广州5机组,448.44
2024-03-19,广州6机组,448.44
2024-03-19,汕头112机组,361.74
2024-03-19,汕头113机组,361.74
2024-03-19,揭阳92机组,384.54
2024-03-19,其他118机组,448.44
2024-03-19,其他119机组,448.44
2024-03-19,其他120机组,427.27
2024-03-19,其他121机组,427.27
2024-03-19,汕尾116机组,361.74
2024-03-19,汕尾117机组,361.74
2024-03-19,汕尾53机组,384.54
2024-03-19,潮州87机组,384.54
2024-03-19,潮州88机组,361.74
2024-03-19,汕尾54机组,384.54
2024-03-19,梅州106机组,515.98
2024-03-19,韶关40机组,448.44
2024-03-19,韶关41机组,448.44
2024-03-19,韶关42机组,427.27
2024-03-19,韶关43机组,427.27
2024-03-19,梅州124机组,427.27
2024-03-19,东莞128机组,384.54
2024-03-19,东莞129机组,384.54
2024-03-19,中山126机组,443.44
2024-03-19,中山127机组,443.44
2024-03-19,东莞130机组,384.54
2024-03-19,梅州125机组,422.27
2024-03-19,梅州107机组,515.98
2024-03-19,梅州108机组,515.98
2024-03-19,中山229机组,760.25
2024-03-19,江门65机组,384.54
2024-03-19,东莞211机组,701.76
2024-03-19,东莞212机组,701.76
2024-03-19,江门153机组,496.7
2024-03-19,江门154机组,496.7
2024-03-19,茂名84机组,496.7
2024-03-19,佛山147机组,496.7
2024-03-19,佛山148机组,496.7
2024-03-19,珠海222机组,701.76
2024-03-19,珠海223机组,701.76
2024-03-19,云浮139机组,496.7
2024-03-19,云浮140机组,496.7
2024-03-19,云浮100机组,448.44
2024-03-19,韶关149机组,505.98
2024-03-19,韶关150机组,505.98
2024-03-19,深圳218机组,760.25
2024-03-19,深圳219机组,760.25
2024-03-19,广州214机组,760.25
2024-03-19,广州215机组,760.25
2024-03-19,汕头27机组,403.39
2024-03-19,云浮155机组,496.7
2024-03-19,珠海220机组,701.76
2024-03-19,珠海221机组,701.76
2024-03-19,中山224机组,701.76
2024-03-19,中山225机组,701.76
2024-03-19,中山226机组,701.76
2024-03-19,云浮156机组,496.7
2024-03-19,珠海23机组,384.54
2024-03-19,珠海24机组,384.54
2024-03-19,广州131机组,446.36
2024-03-19,广州132机组,446.36
2024-03-19,韶关158机组,510.98
2024-03-19,东莞233机组,760.25
2024-03-19,东莞234机组,760.25
2024-03-19,湛江80机组,403.39
2024-03-19,深圳355机组,300.0
2024-03-19,湛江81机组,403.39
2024-03-19,阳江361机组,300.0
2024-03-19,阳江362机组,300.0
2024-03-19,深圳356机组,300.0
2024-03-19,深圳357机组,300.0
2024-03-19,深圳358机组,300.0
2024-03-19,阳江363机组,300.0
2024-03-19,阳江364机组,300.0
2024-03-19,中山227机组,701.76
2024-03-19,中山228机组,701.76
2024-03-19,惠州238机组,432.97
2024-03-19,广州250机组,432.97
2024-03-19,广州251机组,432.97
2024-03-19,深圳244机组,432.97
2024-03-19,深圳245机组,432.97
2024-03-19,深圳246机组,432.97
2024-03-19,肇庆252机组,701.76
2024-03-19,肇庆253机组,701.76
2024-03-19,惠州239机组,432.97
2024-03-19,惠州240机组,432.97
2024-03-19,深圳249机组,760.25
2024-03-19,深圳241机组,432.97
2024-03-19,深圳242机组,432.97
2024-03-19,深圳243机组,432.97
2024-03-19,韶关159机组,510.98
2024-03-19,阳江74机组,384.54
2024-03-19,阳江75机组,384.54
2024-03-19,韶关38机组,448.44
2024-03-19,佛山32机组,448.44
2024-03-19,潮州89机组,361.74
2024-03-19,潮州90机组,384.54
2024-03-19,惠州48机组,403.39
2024-03-19,惠州49机组,403.39
2024-03-19,佛山33机组,448.44
2024-03-19,韶关39机组,448.44
2024-03-19,云浮101机组,448.44
2024-03-19,惠州50机组,361.74
2024-03-19,江门66机组,361.74
2024-03-19,汕尾55机组,384.54
2024-03-19,惠州51机组,361.74
2024-03-19,揭阳93机组,361.74
2024-03-19,汕尾56机组,384.54
2024-03-19,佛山34机组,427.27
2024-03-19,揭阳94机组,361.74
2024-03-19,湛江78机组,384.54
2024-03-19,湛江79机组,384.54
2024-03-19,佛山35机组,427.27
2024-03-19,江门67机组,361.74
2024-03-19,梅州109机组,515.98
2024-03-19,梅州110机组,515.98
2024-03-19,茂名85机组,427.27
2024-03-19,湛江82机组,403.39
2024-03-19,肇庆104机组,448.44
2024-03-19,湛江83机组,403.39
2024-03-19,肇庆105机组,448.44
2024-03-19,揭阳95机组,384.54
2024-03-19,广州3机组,403.39
2024-03-19,广州4机组,403.39
2024-03-19,广州1机组,403.39
2024-03-19,广州2机组,403.39
2024-03-19,阳江76机组,384.54
2024-03-19,阳江77机组,384.54
2024-03-19,茂名86机组,448.44
2024-03-19,佛山31机组,448.44
2024-03-19,梅州111机组,515.98
2024-03-19,深圳20机组,403.39
2024-03-19,深圳21机组,403.39
2024-03-19,深圳22机组,403.39
2024-03-19,江门68机组,384.54
2024-03-19,江门69机组,384.54
2024-03-19,广州12机组,403.39
2024-03-19,广州13机组,403.39
2024-03-19,广州14机组,403.39
2024-03-19,广州15机组,403.39
2024-03-19,汕头28机组,384.54
2024-03-19,江门70机组,384.54
2024-03-19,江门71机组,384.54
2024-03-19,汕头29机组,403.39
2024-03-19,汕头25机组,361.74
2024-03-19,河源45机组,427.27
2024-03-19,汕头26机组,361.74
2024-03-20,汕尾161机组,356.74
2024-03-20,汕尾162机组,356.74
2024-03-20,韶关164机组,443.44
2024-03-20,惠州235机组,701.76
2024-03-20,江门254机组,701.76
2024-03-20,肇庆256机组,701.76
2024-03-20,肇庆257机组,701.76
2024-03-20,深圳279机组,760.25
2024-03-20,深圳280机组,760.25
2024-03-20,深圳247机组,451.01
2024-03-20,惠州236机组,701.76
2024-03-20,惠州237机组,701.76
2024-03-20,深圳285机组,760.25
2024-03-20,深圳286机组,760.25
2024-03-20,东莞281机组,760.25
2024-03-20,东莞282机组,760.25
2024-03-20,东莞277机组,760.25
2024-03-20,惠州273机组,760.25
2024-03-20,惠州274机组,760.25
2024-03-20,深圳270机组,760.25
2024-03-20,深圳271机组,760.25
2024-03-20,深圳272机组,760.25
2024-03-20,佛山268机组,760.25
2024-03-20,佛山269机组,760.25
2024-03-20,中山266机组,760.25
2024-03-20,中山267机组,760.25
2024-03-20,珠海262机组,760.25
2024-03-20,珠海263机组,760.25
2024-03-20,中山259机组,701.76
2024-03-20,江门255机组,701.76
2024-03-20,中山260机组,701.76
2024-03-20,中山261机组,701.76
2024-03-20,韶关165机组,443.44
2024-03-20,珠海170机组,384.54
2024-03-20,珠海171机组,384.54
2024-03-20,广州7机组,701.76
2024-03-20,广州8机组,701.76
2024-03-20,东莞289机组,760.25
2024-03-20,湛江172机组,356.74
2024-03-20,湛江173机组,356.74
2024-03-20,广州291机组,663.49
2024-03-20,广州292机组,663.49
2024-03-20,清远293机组,701.76
2024-03-20,清远294机组,701.76
2024-03-20,阳江72机组,356.74
2024-03-20,阳江73机组,356.74
2024-03-20,东莞283机组,701.76
2024-03-20,东莞284机组,701.76
2024-03-20,东莞295机组,701.76
2024-03-20,东莞296机组,701.76
2024-03-20,珠海299机组,701.76
2024-03-20,珠海300机组,701.76
2024-03-20,茂名174机组,356.74
2024-03-20,茂名175机组,356.74
2024-03-20,东莞290机组,760.25
2024-03-20,东莞301机组,701.76
2024-03-20,东莞302机组,701.76
2024-03-20,东莞303机组,701.76
2024-03-20,东莞304机组,701.76
2024-03-20,佛山30机组,448.44
2024-03-20,阳江379机组,0.0
2024-03-20,湛江422机组,0.0
2024-03-20,河源178机组,396.67
2024-03-20,河源179机组,396.67
2024-03-20,阳江469机组,0.0
2024-03-20,深圳287机组,701.76
2024-03-20,广州307机组,701.76
2024-03-20,深圳288机组,701.76
2024-03-20,广州308机组,701.76
2024-03-20,佛山305机组,701.76
2024-03-20,佛山306机组,701.76
2024-03-20,揭阳309机组,793.3
2024-03-20,阳江359机组,300.0
2024-03-20,揭阳310机组,793.3
2024-03-20,阳江360机组,300.0
2024-03-20,江门180机组,422.27
2024-03-20,江门518机组,0.0
2024-03-20,揭阳524机组,0.0
2024-03-20,清远532机组,0.0
2024-03-20,江门547机组,0.0
2024-03-20,江门545机组,0.0
2024-03-20,珠海431机组,0.0
2024-03-20,阳江481机组,0.0
2024-03-20,清远205机组,396.67
2024-03-20,清远206机组,396.67
2024-03-20,惠州482机组,0.0
2024-03-20,汕头331机组,379.54
2024-03-20,汕头332机组,379.54
2024-03-20,惠州275机组,701.76
2024-03-20,惠州276机组,701.76
2024-03-20,东莞333机组,701.76
2024-03-20,云浮209机组,422.27
2024-03-20,湛江423机组,0.0
2024-03-20,湛江424机组,0.0
2024-03-20,肇庆337机组,701.76
2024-03-20,广州339机组,701.76
2024-03-20,广州340机组,701.76
2024-03-20,佛山556机组,0.0
2024-03-20,广州346机组,663.49
2024-03-20,广州347机组,663.49
2024-03-20,江门557机组,0.0
2024-03-20,韶关529机组,0.0
2024-03-20,清远562机组,0.0
2024-03-20,清远561机组,0.0
2024-03-20,湛江495机组,0.0
2024-03-20,阳江470机组,0.0
2024-03-20,江门570机组,0.0
2024-03-20,梅州585机组,0.0
2024-03-20,汕尾484机组,0.0
2024-03-20,汕尾485机组,0.0
2024-03-20,梅州612机组,0.0
2024-03-20,广州9机组,663.49
2024-03-20,阳江620机组,0.0
2024-03-20,江门578机组,0.0
2024-03-20,汕头621机组,0.0
2024-03-20,阳江623机组,0.0
2024-03-20,汕尾626机组,0.0
2024-03-20,汕尾627机组,0.0
2024-03-20,韶关628机组,0.0
2024-03-20,揭阳629机组,0.0
2024-03-20,揭阳630机组,0.0
2024-03-20,阳江631机组,0.0
2024-03-20,阳江632机组,0.0
2024-03-20,惠州483机组,0.0
2024-03-20,湛江393机组,0.0
2024-03-20,湛江394机组,0.0
2024-03-20,阳江471机组,0.0
2024-03-20,韶关36机组,0.0
2024-03-20,清远634机组,0.0
2024-03-20,清远635机组,0.0
2024-03-20,中山636机组,0.0
2024-03-20,阳江638机组,0.0
2024-03-20,汕头639机组,0.0
2024-03-20,肇庆587机组,0.0
2024-03-20,阳江589机组,0.0
2024-03-20,河源44机组,427.27
2024-03-20,深圳17机组,403.39
2024-03-20,深圳18机组,403.39
2024-03-20,深圳19机组,403.39
2024-03-20,广州5机组,448.44
2024-03-20,广州6机组,448.44
2024-03-20,汕头112机组,361.74
2024-03-20,汕头113机组,361.74
2024-03-20,揭阳92机组,384.54
2024-03-20,其他118机组,448.44
2024-03-20,其他119机组,448.44
2024-03-20,其他120机组,427.27
2024-03-20,其他121机组,427.27
2024-03-20,汕尾116机组,361.74
2024-03-20,汕尾117机组,361.74
2024-03-20,汕尾53机组,384.54
2024-03-20,潮州87机组,384.54
2024-03-20,潮州88机组,361.74
2024-03-20,汕尾54机组,384.54
2024-03-20,梅州106机组,515.98
2024-03-20,韶关40机组,448.44
2024-03-20,韶关41机组,448.44
2024-03-20,韶关42机组,427.27
2024-03-20,韶关43机组,427.27
2024-03-20,梅州124机组,427.27
2024-03-20,东莞128机组,384.54
2024-03-20,东莞129机组,384.54
2024-03-20,中山126机组,443.44
2024-03-20,中山127机组,443.44
2024-03-20,东莞130机组,384.54
2024-03-20,梅州125机组,422.27
2024-03-20,梅州107机组,515.98
2024-03-20,梅州108机组,515.98
2024-03-20,中山229机组,760.25
2024-03-20,江门65机组,384.54
2024-03-20,东莞211机组,701.76
2024-03-20,东莞212机组,701.76
2024-03-20,江门153机组,496.7
2024-03-20,江门154机组,496.7
2024-03-20,茂名84机组,496.7
2024-03-20,佛山147机组,496.7
2024-03-20,佛山148机组,496.7
2024-03-20,珠海222机组,701.76
2024-03-20,珠海223机组,701.76
2024-03-20,云浮139机组,496.7
2024-03-20,云浮140机组,496.7
2024-03-20,云浮100机组,448.44
2024-03-20,韶关149机组,505.98
2024-03-20,韶关150机组,505.98
2024-03-20,深圳218机组,760.25
2024-03-20,深圳219机组,760.25
2024-03-20,广州214机组,760.25
2024-03-20,广州215机组,760.25
2024-03-20,汕头27机组,403.39
2024-03-20,云浮155机组,496.7
2024-03-20,珠海220机组,701.76
2024-03-20,珠海221机组,701.76
2024-03-20,中山224机组,701.76
2024-03-20,中山225机组,701.76
2024-03-20,中山226机组,701.76
2024-03-20,云浮156机组,496.7
2024-03-20,珠海23机组,384.54
2024-03-20,珠海24机组,384.54
2024-03-20,广州131机组,446.36
2024-03-20,广州132机组,446.36
2024-03-20,韶关158机组,510.98
2024-03-20,东莞233机组,760.25
2024-03-20,东莞234机组,760.25
2024-03-20,湛江80机组,403.39
2024-03-20,深圳355机组,300.0
2024-03-20,湛江81机组,403.39
2024-03-20,阳江361机组,300.0
2024-03-20,阳江362机组,300.0
2024-03-20,深圳356机组,300.0
2024-03-20,深圳357机组,300.0
2024-03-20,深圳358机组,300.0
2024-03-20,阳江363机组,300.0
2024-03-20,阳江364机组,300.0
2024-03-20,中山227机组,701.76
2024-03-20,中山228机组,701.76
2024-03-20,惠州238机组,432.97
2024-03-20,广州250机组,432.97
2024-03-20,广州251机组,432.97
2024-03-20,深圳244机组,432.97
2024-03-20,深圳245机组,432.97
2024-03-20,深圳246机组,432.97
2024-03-20,肇庆252机组,701.76
2024-03-20,肇庆253机组,701.76
2024-03-20,惠州239机组,432.97
2024-03-20,惠州240机组,432.97
2024-03-20,深圳249机组,760.25
2024-03-20,深圳241机组,432.97
2024-03-20,深圳242机组,432.97
2024-03-20,深圳243机组,432.97
2024-03-20,韶关159机组,510.98
2024-03-20,阳江74机组,384.54
2024-03-20,阳江75机组,384.54
2024-03-20,韶关38机组,448.44
2024-03-20,佛山32机组,448.44
2024-03-20,潮州89机组,361.74
2024-03-20,潮州90机组,384.54
2024-03-20,惠州48机组,403.39
2024-03-20,惠州49机组,403.39
2024-03-20,佛山33机组,448.44
2024-03-20,韶关39机组,448.44
2024-03-20,云浮101机组,448.44
2024-03-20,惠州50机组,361.74
2024-03-20,江门66机组,361.74
2024-03-20,汕尾55机组,384.54
2024-03-20,惠州51机组,361.74
2024-03-20,揭阳93机组,361.74
2024-03-20,汕尾56机组,384.54
2024-03-20,佛山34机组,427.27
2024-03-20,揭阳94机组,361.74
2024-03-20,湛江78机组,384.54
2024-03-20,湛江79机组,384.54
2024-03-20,佛山35机组,427.27
2024-03-20,江门67机组,361.74
2024-03-20,梅州109机组,515.98
2024-03-20,梅州110机组,515.98
2024-03-20,茂名85机组,427.27
2024-03-20,湛江82机组,403.39
2024-03-20,肇庆104机组,448.44
2024-03-20,湛江83机组,403.39
2024-03-20,肇庆105机组,448.44
2024-03-20,揭阳95机组,384.54
2024-03-20,广州3机组,403.39
2024-03-20,广州4机组,403.39
2024-03-20,广州1机组,403.39
2024-03-20,广州2机组,403.39
2024-03-20,阳江76机组,384.54
2024-03-20,阳江77机组,384.54
2024-03-20,茂名86机组,448.44
2024-03-20,佛山31机组,448.44
2024-03-20,梅州111机组,515.98
2024-03-20,深圳20机组,403.39
2024-03-20,深圳21机组,403.39
2024-03-20,深圳22机组,403.39
2024-03-20,江门68机组,384.54
2024-03-20,江门69机组,384.54
2024-03-20,广州12机组,403.39
2024-03-20,广州13机组,403.39
2024-03-20,广州14机组,403.39
2024-03-20,广州15机组,403.39
2024-03-20,汕头28机组,384.54
2024-03-20,江门70机组,384.54
2024-03-20,江门71机组,384.54
2024-03-20,汕头29机组,403.39
2024-03-20,汕头25机组,361.74
2024-03-20,河源45机组,427.27
2024-03-20,汕头26机组,361.74
2024-03-21,汕尾161机组,356.74
2024-03-21,汕尾162机组,356.74
2024-03-21,韶关164机组,443.44
2024-03-21,惠州235机组,701.76
2024-03-21,江门254机组,701.76
2024-03-21,肇庆256机组,701.76
2024-03-21,肇庆257机组,701.76
2024-03-21,深圳279机组,760.25
2024-03-21,深圳280机组,760.25
2024-03-21,深圳247机组,451.01
2024-03-21,惠州236机组,701.76
2024-03-21,惠州237机组,701.76
2024-03-21,深圳285机组,760.25
2024-03-21,深圳286机组,760.25
2024-03-21,东莞281机组,760.25
2024-03-21,东莞282机组,760.25
2024-03-21,东莞277机组,760.25
2024-03-21,惠州273机组,760.25
2024-03-21,惠州274机组,760.25
2024-03-21,深圳270机组,760.25
2024-03-21,深圳271机组,760.25
2024-03-21,深圳272机组,760.25
2024-03-21,佛山268机组,760.25
2024-03-21,佛山269机组,760.25
2024-03-21,中山266机组,760.25
2024-03-21,中山267机组,760.25
2024-03-21,珠海262机组,760.25
2024-03-21,珠海263机组,760.25
2024-03-21,中山259机组,701.76
2024-03-21,江门255机组,701.76
2024-03-21,中山260机组,701.76
2024-03-21,中山261机组,701.76
2024-03-21,韶关165机组,443.44
2024-03-21,珠海170机组,384.54
2024-03-21,珠海171机组,384.54
2024-03-21,广州7机组,701.76
2024-03-21,广州8机组,701.76
2024-03-21,东莞289机组,760.25
2024-03-21,湛江172机组,356.74
2024-03-21,湛江173机组,356.74
2024-03-21,广州291机组,663.49
2024-03-21,广州292机组,663.49
2024-03-21,清远293机组,701.76
2024-03-21,清远294机组,701.76
2024-03-21,阳江72机组,356.74
2024-03-21,阳江73机组,356.74
2024-03-21,东莞283机组,701.76
2024-03-21,东莞284机组,701.76
2024-03-21,东莞295机组,701.76
2024-03-21,东莞296机组,701.76
2024-03-21,珠海299机组,701.76
2024-03-21,珠海300机组,701.76
2024-03-21,茂名174机组,356.74
2024-03-21,茂名175机组,356.74
2024-03-21,东莞290机组,760.25
2024-03-21,东莞301机组,701.76
2024-03-21,东莞302机组,701.76
2024-03-21,东莞303机组,701.76
2024-03-21,东莞304机组,701.76
2024-03-21,佛山30机组,448.44
2024-03-21,阳江379机组,0.0
2024-03-21,湛江422机组,0.0
2024-03-21,河源178机组,396.67
2024-03-21,河源179机组,396.67
2024-03-21,阳江469机组,0.0
2024-03-21,深圳287机组,701.76
2024-03-21,广州307机组,701.76
2024-03-21,深圳288机组,701.76
2024-03-21,广州308机组,701.76
2024-03-21,佛山305机组,701.76
2024-03-21,佛山306机组,701.76
2024-03-21,揭阳309机组,793.3
2024-03-21,阳江359机组,300.0
2024-03-21,揭阳310机组,793.3
2024-03-21,阳江360机组,300.0
2024-03-21,江门180机组,422.27
2024-03-21,江门518机组,0.0
2024-03-21,揭阳524机组,0.0
2024-03-21,清远532机组,0.0
2024-03-21,江门547机组,0.0
2024-03-21,江门545机组,0.0
2024-03-21,珠海431机组,0.0
2024-03-21,阳江481机组,0.0
2024-03-21,清远205机组,396.67
2024-03-21,清远206机组,396.67
2024-03-21,惠州482机组,0.0
2024-03-21,汕头331机组,379.54
2024-03-21,汕头332机组,379.54
2024-03-21,惠州275机组,701.76
2024-03-21,惠州276机组,701.76
2024-03-21,东莞333机组,701.76
2024-03-21,云浮209机组,422.27
2024-03-21,湛江423机组,0.0
2024-03-21,湛江424机组,0.0
2024-03-21,肇庆337机组,701.76
2024-03-21,广州339机组,701.76
2024-03-21,广州340机组,701.76
2024-03-21,佛山556机组,0.0
2024-03-21,广州346机组,663.49
2024-03-21,广州347机组,663.49
2024-03-21,江门557机组,0.0
2024-03-21,韶关529机组,0.0
2024-03-21,清远562机组,0.0
2024-03-21,清远561机组,0.0
2024-03-21,湛江495机组,0.0
2024-03-21,阳江470机组,0.0
2024-03-21,江门570机组,0.0
2024-03-21,梅州585机组,0.0
2024-03-21,汕尾484机组,0.0
2024-03-21,汕尾485机组,0.0
2024-03-21,梅州612机组,0.0
2024-03-21,广州9机组,663.49
2024-03-21,阳江620机组,0.0
2024-03-21,江门578机组,0.0
2024-03-21,汕头621机组,0.0
2024-03-21,阳江623机组,0.0
2024-03-21,汕尾626机组,0.0
2024-03-21,汕尾627机组,0.0
2024-03-21,韶关628机组,0.0
2024-03-21,揭阳629机组,0.0
2024-03-21,揭阳630机组,0.0
2024-03-21,阳江631机组,0.0
2024-03-21,阳江632机组,0.0
2024-03-21,惠州483机组,0.0
2024-03-21,湛江393机组,0.0
2024-03-21,湛江394机组,0.0
2024-03-21,阳江471机组,0.0
2024-03-21,韶关36机组,0.0
2024-03-21,清远634机组,0.0
2024-03-21,清远635机组,0.0
2024-03-21,中山636机组,0.0
2024-03-21,阳江638机组,0.0
2024-03-21,汕头639机组,0.0
2024-03-21,肇庆587机组,0.0
2024-03-21,阳江589机组,0.0
2024-03-21,河源44机组,427.27
2024-03-21,深圳17机组,403.39
2024-03-21,深圳18机组,403.39
2024-03-21,深圳19机组,403.39
2024-03-21,广州5机组,448.44
2024-03-21,广州6机组,448.44
2024-03-21,汕头112机组,361.74
2024-03-21,汕头113机组,361.74
2024-03-21,揭阳92机组,384.54
2024-03-21,其他118机组,448.44
2024-03-21,其他119机组,448.44
2024-03-21,其他120机组,427.27
2024-03-21,其他121机组,427.27
2024-03-21,汕尾116机组,361.74
2024-03-21,汕尾117机组,361.74
2024-03-21,汕尾53机组,384.54
2024-03-21,潮州87机组,384.54
2024-03-21,潮州88机组,361.74
2024-03-21,汕尾54机组,384.54
2024-03-21,梅州106机组,515.98
2024-03-21,韶关40机组,448.44
2024-03-21,韶关41机组,448.44
2024-03-21,韶关42机组,427.27
2024-03-21,韶关43机组,427.27
2024-03-21,梅州124机组,427.27
2024-03-21,东莞128机组,384.54
2024-03-21,东莞129机组,384.54
2024-03-21,中山126机组,443.44
2024-03-21,中山127机组,443.44
2024-03-21,东莞130机组,384.54
2024-03-21,梅州125机组,422.27
2024-03-21,梅州107机组,515.98
2024-03-21,梅州108机组,515.98
2024-03-21,中山229机组,760.25
2024-03-21,江门65机组,384.54
2024-03-21,东莞211机组,701.76
2024-03-21,东莞212机组,701.76
2024-03-21,江门153机组,496.7
2024-03-21,江门154机组,496.7
2024-03-21,茂名84机组,496.7
2024-03-21,佛山147机组,496.7
2024-03-21,佛山148机组,496.7
2024-03-21,珠海222机组,701.76
2024-03-21,珠海223机组,701.76
2024-03-21,云浮139机组,496.7
2024-03-21,云浮140机组,496.7
2024-03-21,云浮100机组,448.44
2024-03-21,韶关149机组,505.98
2024-03-21,韶关150机组,505.98
2024-03-21,深圳218机组,760.25
2024-03-21,深圳219机组,760.25
2024-03-21,广州214机组,760.25
2024-03-21,广州215机组,760.25
2024-03-21,汕头27机组,403.39
2024-03-21,云浮155机组,496.7
2024-03-21,珠海220机组,701.76
2024-03-21,珠海221机组,701.76
2024-03-21,中山224机组,701.76
2024-03-21,中山225机组,701.76
2024-03-21,中山226机组,701.76
2024-03-21,云浮156机组,496.7
2024-03-21,珠海23机组,384.54
2024-03-21,珠海24机组,384.54
2024-03-21,广州131机组,446.36
2024-03-21,广州132机组,446.36
2024-03-21,韶关158机组,510.98
2024-03-21,东莞233机组,760.25
2024-03-21,东莞234机组,760.25
2024-03-21,湛江80机组,403.39
2024-03-21,深圳355机组,300.0
2024-03-21,湛江81机组,403.39
2024-03-21,阳江361机组,300.0
2024-03-21,阳江362机组,300.0
2024-03-21,深圳356机组,300.0
2024-03-21,深圳357机组,300.0
2024-03-21,深圳358机组,300.0
2024-03-21,阳江363机组,300.0
2024-03-21,阳江364机组,300.0
2024-03-21,中山227机组,701.76
2024-03-21,中山228机组,701.76
2024-03-21,惠州238机组,432.97
2024-03-21,广州250机组,432.97
2024-03-21,广州251机组,432.97
2024-03-21,深圳244机组,432.97
2024-03-21,深圳245机组,432.97
2024-03-21,深圳246机组,432.97
2024-03-21,肇庆252机组,701.76
2024-03-21,肇庆253机组,701.76
2024-03-21,惠州239机组,432.97
2024-03-21,惠州240机组,432.97
2024-03-21,深圳249机组,760.25
2024-03-21,深圳241机组,432.97
2024-03-21,深圳242机组,432.97
2024-03-21,深圳243机组,432.97
2024-03-21,韶关159机组,510.98
2024-03-21,阳江74机组,384.54
2024-03-21,阳江75机组,384.54
2024-03-21,韶关38机组,448.44
2024-03-21,佛山32机组,448.44
2024-03-21,潮州89机组,361.74
2024-03-21,潮州90机组,384.54
2024-03-21,惠州48机组,403.39
2024-03-21,惠州49机组,403.39
2024-03-21,佛山33机组,448.44
2024-03-21,韶关39机组,448.44
2024-03-21,云浮101机组,448.44
2024-03-21,惠州50机组,361.74
2024-03-21,江门66机组,361.74
2024-03-21,汕尾55机组,384.54
2024-03-21,惠州51机组,361.74
2024-03-21,揭阳93机组,361.74
2024-03-21,汕尾56机组,384.54
2024-03-21,佛山34机组,427.27
2024-03-21,揭阳94机组,361.74
2024-03-21,湛江78机组,384.54
2024-03-21,湛江79机组,384.54
