时间,温度,10米水平风速,10米垂直风速,降水,辐照
2024-12-03 08:00:00,297.0135192871094,-3.29494309425354,-1.799268007278442,0.0077952208812348545,1068620.25
2024-12-03 09:00:00,296.8813171386719,-3.190050363540649,-1.702730655670166,0.005028464784118114,497384.09375
2024-12-03 10:00:00,294.119384765625,-2.769673824310303,-1.589881420135498,0.004856445229961537,74440.03125
2024-12-03 11:00:00,294.1399841308594,-3.134030103683472,-1.455510258674622,0.006983978437347105,3.599998988149111e-12
2024-12-03 12:00:00,293.9558410644531,-3.378230571746826,-1.31012237071991,0.00990555236057844,3.599998988149111e-12
2024-12-03 13:00:00,293.80810546875,-3.400892972946167,-1.149892091751099,0.01243216956936521,3.599998988149111e-12
2024-12-03 14:00:00,293.0744018554688,-3.424508333206177,-1.177166342735291,0.01237437118106754,3.599998988149111e-12
2024-12-03 15:00:00,292.6241455078125,-3.336498975753784,-1.336248874664307,0.01419089403498219,3.599998988149111e-12
2024-12-03 16:00:00,292.5716857910156,-3.260411024093628,-1.599133372306824,0.01717714621918276,3.599998988149111e-12
2024-12-03 17:00:00,292.1031799316406,-3.231189966201782,-1.844542622566223,0.02036156547546852,3.599998988149111e-12
2024-12-03 18:00:00,291.9988708496094,-3.15299654006958,-2.167625904083252,0.02456020956742577,3.599998988149111e-12
2024-12-03 19:00:00,291.9546813964844,-3.139074563980103,-2.492445945739746,0.02162005876016337,3.599998988149111e-12
2024-12-03 20:00:00,291.4521179199219,-3.197393178939819,-2.731291770935059,0.02465516445226967,3.599998988149111e-12
2024-12-03 21:00:00,291.3804321289062,-3.302460193634033,-2.840908288955688,0.02199712434958201,3.599998988149111e-12
2024-12-03 22:00:00,291.6140441894531,-3.089886665344238,-2.606995582580566,0.01772072755557019,3.599998988149111e-12
2024-12-03 23:00:00,291.5319519042969,-3.327710390090942,-2.55539870262146,0.01513837560196407,2371.786376953125
2024-12-04 00:00:00,291.7048950195312,-3.590804815292358,-2.604035377502441,0.01340992730547441,184668.90625
2024-12-04 01:00:00,292.0885620117188,-3.730932474136353,-2.58623480796814,0.01087574037228478,670538.5
2024-12-04 02:00:00,295.4631042480469,-4.047593116760254,-2.560796022415161,0.006428700544347521,1222187.0
2024-12-04 03:00:00,295.7242431640625,-4.230327129364014,-2.368694067001343,0.006571132416866021,1684100.25
2024-12-04 04:00:00,295.8825988769531,-4.215207099914551,-2.067102193832397,0.008931923730415292,1980744.375
2024-12-04 05:00:00,297.4231872558594,-4.078141689300537,-1.782760262489319,0.01340098151558777,2068794.0
2024-12-04 06:00:00,297.5213623046875,-3.948811054229736,-1.547299027442932,0.01285602502321126,1886641.0
2024-12-04 07:00:00,297.4698181152344,-3.883036136627197,-1.521658420562744,0.01060050999512896,1466452.125
2024-12-04 08:00:00,296.933837890625,-3.951474905014038,-1.52755331993103,0.00836219624034129,997066.625
2024-12-04 09:00:00,296.7139587402344,-3.91420841217041,-1.537067055702209,0.007808982445567381,465839.375
2024-12-04 10:00:00,294.44287109375,-3.239420652389526,-1.373561024665833,0.009179630978906062,70182.96875
2024-12-04 11:00:00,294.3177185058594,-3.66271710395813,-1.440075755119324,0.01233515104104299,3.599998988149111e-12
2024-12-04 12:00:00,294.1587219238281,-3.840495586395264,-1.490733623504639,0.01348011119262083,3.599998988149111e-12
2024-12-04 13:00:00,294.01220703125,-3.835148334503174,-1.610863447189331,0.0155986981553724,3.599998988149111e-12
2024-12-04 14:00:00,293.2747497558594,-3.795905828475952,-1.694756627082825,0.01661705209698994,3.599998988149111e-12
2024-12-04 15:00:00,292.8274230957031,-3.687982559204102,-1.833773374557495,0.015290441297111101,3.599998988149111e-12
2024-12-04 16:00:00,292.6760559082031,-3.585396766662598,-1.998422741889954,0.01599915958649945,3.599998988149111e-12
2024-12-04 17:00:00,292.1347961425781,-3.527233839035034,-2.222580909729004,0.01581406650075223,3.599998988149111e-12
2024-12-04 18:00:00,292.0199279785156,-3.439766407012939,-2.435189485549927,0.01831247391237412,3.599998988149111e-12
2024-12-04 19:00:00,291.9110717773438,-3.39054536819458,-2.693642616271973,0.01726866139506456,3.599998988149111e-12
2024-12-04 20:00:00,291.4264221191406,-3.391933441162109,-2.930262565612793,0.01748127760947682,3.599998988149111e-12
2024-12-04 21:00:00,291.3374938964844,-3.451804161071777,-3.104203224182129,0.01259042801393662,3.599998988149111e-12
2024-12-04 22:00:00,291.4169311523438,-3.226945161819458,-2.782694578170776,0.01344364227406913,3.599998988149111e-12
2024-12-04 23:00:00,291.3953552246094,-3.412674903869629,-2.808257341384888,0.008380774488614406,2353.13134765625
2024-12-05 00:00:00,291.5208129882812,-3.563047409057617,-3.117256164550781,0.004497269401326776,190168.75
2024-12-05 01:00:00,291.7297058105469,-3.847456932067871,-3.295455932617188,0.004322497716202633,683992.5
2024-12-05 02:00:00,294.0250854492188,-4.088570594787598,-3.355586767196655,0.002848637677743682,1244858.5
2024-12-05 03:00:00,294.243408203125,-4.13316535949707,-3.342300415039062,0.004129148237552727,1713558.125
2024-12-05 04:00:00,294.443359375,-4.061075210571289,-3.158232688903809,0.003296575414424296,1963779.375
2024-12-05 05:00:00,295.45703125,-3.830064296722412,-2.955674171447754,0.002461250460328301,1974940.25
2024-12-05 06:00:00,295.5058898925781,-3.596339464187622,-2.803591966629028,0.002510792000975925,1778083.625
2024-12-05 07:00:00,295.59423828125,-3.447577476501465,-2.748408079147339,0.00336675930157071,1358370.875
2024-12-05 08:00:00,294.8892517089844,-3.451818227767944,-2.665520191192627,0.001855742880252365,893681.3125
2024-12-05 09:00:00,294.7256164550781,-3.339013338088989,-2.482720613479614,0.001215143470290059,431566.78125
2024-12-05 10:00:00,293.1946716308594,-2.986510992050171,-2.049874544143677,0.0009309677579949494,66277.03125
2024-12-05 11:00:00,293.0610961914062,-3.088715076446533,-2.119501352310181,0.0008511509008712892,3.599998988149111e-12
2024-12-05 12:00:00,292.9366760253906,-3.21426248550415,-2.231719970703125,0.0007045905476843473,3.599998988149111e-12
2024-12-05 13:00:00,292.7831726074219,-3.221688032150269,-2.375728845596313,0.001003215857053874,3.599998988149111e-12
2024-12-05 14:00:00,292.142333984375,-3.216542959213257,-2.403099298477173,0.001384410325044882,3.599998988149111e-12
2024-12-05 15:00:00,291.8543701171875,-3.218387842178345,-2.397106647491455,0.001923862555486267,3.599998988149111e-12
