日期,节点名称,数据项,00:00,00:15,00:30,00:45,01:00,01:15,01:30,01:45,02:00,02:15,02:30,02:45,03:00,03:15,03:30,03:45,04:00,04:15,04:30,04:45,05:00,05:15,05:30,05:45,06:00,06:15,06:30,06:45,07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
2024-03-15,全省,电价,306.1750972927,362.5163071066,350.6026015228,349.6097927242,350.6026015228,348.6169839255,347.624107445,347.6113832487,347.6113832487,347.624107445,347.6113832487,347.6113832487,347.6113832487,342.6045389171,339.6148477157,337.6144796954,337.6144796954,333.5637648054,326.1279060914,326.1279060914,322.9759560068,325.9904610829,327.933891709,337.1160490694,338.91428511,345.7813071066,346.9627030457,356.0888409475,356.7527834179,366.4141962775,370.886391709,351.1552115059,357.3307656514,371.1790693739,383.6882741117,385.1791751269,389.859572758,394.3943908629,395.5532698816,398.8391201354,388.1966370558,388.201962775,383.271180203,385.0268316413,384.6714805415,384.6933333333,382.2210236887,374.919213198,328.9887648054,337.6317893401,324.3708629442,322.7546531303,322.2021996616,327.6824661591,340.3241708968,348.8342385787,347.1677072758,347.6863155668,350.1327876481,352.2506006768,352.6179822335,356.5994162437,361.3001269036,365.0151649746,368.6502115059,382.1733333333,385.7633756345,394.348714044,387.5550126904,387.1143527919,379.5697208122,361.16,358.9836759729,375.7272461929,375.7272461929,381.0774703892,370.8026903553,379.6651988156,375.7340143824,372.0852580372,366.0030245347,366.7743950931,366.8647292724,366.0758079526,364.8934813875,365.8782529611,356.1607656514,365.8782529611,365.8782529611,365.8781598985,370.2220177665,356.245964467,354.0600592217,347.7827876481,345.7190270728,336.3278976311
2024-03-16,全省,电价,331.2857614213,360.5637098139,351.2234137056,347.1724069374,348.9539424704,348.8116116751,345.7571023689,346.7334052453,346.6848265651,345.6584729272,345.6584729272,345.6584729272,345.6584729272,343.8068781726,343.2944923858,341.0202538071,335.7869923858,332.9719839255,332.0014763113,329.1385490694,326.9627030457,328.932106599,332.0914086294,336.1416370558,338.6254610829,346.5565693739,346.4138071066,347.6014720812,350.0332021997,356.9111590525,356.9111590525,347.1723730964,355.6088494078,365.2982741117,370.2746658206,371.5236336717,375.9470981387,382.1695389171,386.2728045685,387.0567470389,381.0988832487,377.9193993232,371.1160109983,376.865321489,377.6313367174,375.8348096447,371.2074111675,361.7171996616,327.6919712352,342.7651607445,337.3879906937,337.3879906937,337.3879906937,347.2906979695,347.2906979695,352.3538409475,354.1535490694,357.2488874788,357.2487901861,365.1289170897,367.1059940778,372.0821531303,376.7523392555,378.4761252115,389.8632952623,389.870177665,399.4531175973,408.9114170897,402.8910152284,397.2339593909,379.5492808799,374.0617639594,371.749035533,386.5626988156,386.5705752961,386.722821489,380.8988409475,393.3606937394,386.8049323181,386.8049323181,383.4504906937,384.2912521151,385.061713198,385.9416497462,381.7781133672,381.8377241963,376.9936252115,386.8684137056,384.8921023689,386.8697377327,386.8697377327,372.0591032149,372.0591032149,361.0548730964,352.1615905245,347.2165820643
2024-03-17,全省,电价,349.703891709,379.4526988156,379.4469204738,374.496679357,374.496679357,374.496679357,369.5246912014,364.5733375635,364.5795262267,359.6260575296,359.6192893401,359.6192893401,359.615215736,351.6169077834,350.5771235195,349.6362098139,349.6362098139,349.5600676819,349.5600676819,347.5685279188,345.9285025381,345.9285025381,347.551607445,347.9200423012,347.2524407783,349.5431472081,349.6362098139,349.6362098139,349.6362098139,350.7030456853,350.7030456853,349.703891709,349.703891709,349.703891709,349.703891709,349.703891709,367.7208121827,366.8704864636,366.8702580372,367.7208121827,362.7326565144,362.7326565144,362.7711336717,362.7711336717,362.7711336717,362.7711336717,362.7711336717,362.7326565144,323.4517766497,322.6328257191,315.5434094755,313.013536379,309.1120939086,320.8219670051,324.5436209814,333.9314213198,333.38142978,333.9152284264,333.38142978,335.0281006768,337.2109898477,342.4306387479,344.1437901861,349.9940397631,357.575642978,365.4793950931,372.5188409475,381.9458544839,381.9458544839,389.8303722504,381.9627749577,386.9509306261,382.1497461929,386.9509306261,382.1497461929,384.0702199662,379.4183883249,386.9509306261,386.9509306261,386.9509306261,386.9509306261,391.75,387.9107445008,391.75,387.9107445008,391.75,386.9509306261,392.0672588832,387.2639593909,372.6524407783,367.4409348562,356.5987182741,368.979428934,363.9912732657,363.0287648054,349.8612521151
2024-03-18,全省,电价,339.8685659898,363.9895050761,365.8051142132,358.9802411168,365.6517174281,365.651357868,361.7474196277,357.9311717428,357.9311717428,349.3309179357,349.2831387479,348.3753341794,348.3753341794,348.3753341794,347.6308333333,346.5666032149,342.6472588832,339.181501692,337.8445769882,335.8727580372,335.8729018613,336.8590820643,335.9321235195,339.8827538071,343.9772715736,346.5671235195,348.4894373942,356.2353299492,357.2772673435,363.1051142132,359.279323181,352.5519500846,372.2966920474,377.419784264,390.2503510998,407.6662944162,398.2049069374,396.3608544839,397.3075634518,397.4604060914,390.0462732657,386.5216962775,391.2552791878,391.2552791878,390.5107783418,390.5107783418,390.5107783418,371.2435744501,328.857322335,339.2637013536,338.3700803723,333.6146996616,331.9878976311,338.3700803723,352.7959137056,357.5518654822,357.3939974619,357.3939974619,357.3939974619,363.0818274112,365.8536040609,366.7966201354,371.5407445008,381.2720600677,387.7015313029,387.7015313029,381.9127241963,395.088714044,394.4793993232,395.1106175973,385.5568358714,375.9464551607,381.5684052453,401.9822588832,397.8406598985,405.3264678511,388.854572758,399.8256556684,393.5299788494,391.5198434856,385.7276522843,390.4029695431,390.4029695431,384.0853468697,380.0821700508,382.6206810491,378.3215651438,385.8953045685,392.3372081218,392.3372081218,396.619251269,374.566535533,369.9108121827,363.8939467005,349.4244035533,349.4244035533
2024-03-19,全省,电价,349.8492766497,375.9276861252,368.3130287648,368.3130287648,362.5177664975,358.6937394247,358.6937394247,358.6937394247,348.2272419628,348.0169204738,348.0169204738,348.0169204738,346.1049069374,344.192893401,342.2808798646,340.840676819,338.3976311337,337.6531302876,337.6531302876,337.6531302876,337.6531302876,337.6531302876,337.6531302876,340.1914720812,341.6192893401,348.0169204738,348.0169204738,357.5769881557,352.7969543147,357.5769881557,358.6937394247,349.1336717428,358.6937394247,368.2453468697,377.6297038917,375.7491624365,375.7491708968,372.9167808799,377.6555837563,382.3688451777,378.4252115059,375.5561844332,375.4777707276,377.1046108291,377.2097884941,370.4593866328,370.1894543147,364.9820896785,334.7467681895,343.1543950931,340.2961971235,339.295321489,338.3919839255,340.0419120135,349.0247969543,349.0065905245,347.3892935702,346.8011928934,347.3892935702,347.5276142132,349.4857445008,357.3016116751,357.3308671743,361.684572758,365.2821362098,366.3343358714,358.4691497462,366.0949365482,371.8779483926,372.8366539763,363.4232614213,363.4385744501,363.445427242,367.1830922166,370.2386294416,377.9552749577,370.3215397631,372.2783079526,376.7701607445,371.1303257191,368.5960659898,370.9982741117,370.8843358714,366.1890186125,362.8797800338,369.6345939086,368.6911125212,356.3058671743,370.5272081218,365.9135617597,360.3524788494,345.9476734349,345.9476734349,344.0714509306,336.3075126904,335.1540482234
2024-03-20,全省,电价,330.7466328257,355.7514170897,354.3949027073,353.279179357,353.7728341794,355.4434137056,354.9034517766,350.5847715736,339.4852411168,338.4246573604,334.8685067682,333.3212774958,331.9740397631,330.2234348562,328.9082529611,326.0019923858,324.6118908629,322.1753680203,287.3511209814,246.4918062606,241.4442343486,249.1164128596,244.0830203046,290.3662309645,324.2483037225,335.3796150592,339.6936886633,347.7495600677,346.1109602369,351.5320135364,350.1672758037,344.8575211506,346.0345600677,362.9456260575,363.715,361.5330329949,361.4506049069,356.6181175973,355.8332741117,355.8025253807,357.2688409475,356.8662478849,358.020105753,352.9663367174,357.7541878173,353.0029145516,358.7973477157,351.4929610829,304.1072673435,320.5970093063,314.9650676819,311.8916497462,317.9347165821,324.1998604061,339.9681218274,344.0431175973,345.0597588832,346.6126522843,348.2089213198,354.4630414552,355.1961463621,355.9894839255,354.4855541455,364.4288832487,358.7816920474,363.1822419628,360.5649111675,367.0416032149,370.6854610829,371.008320643,364.4047461929,361.621607445,361.8232783418,370.3149703892,378.0298815567,386.1380245347,378.0298815567,384.6336463621,382.772394247,377.3220812183,363.6234137056,370.4196996616,371.3660744501,368.5246404399,363.7849323181,371.3404103215,370.3943908629,364.7328130288,366.5268189509,360.8489890017,358.9062436548,348.3675423012,348.3562098139,345.8722631134,338.205143824,328.3162690355
2024-03-21,全省,电价,328.9322081218,356.8755287648,357.8915143824,357.7632910321,353.3052707276,350.0918950931,338.9455879865,338.2584813875,335.5616962775,334.9805456853,334.6435913706,332.3480541455,331.675,330.615,330.174500846,330.9426861252,329.6717005076,327.2459390863,327.2459390863,326.8116285956,327.5147461929,327.6335871404,328.8346108291,329.3378257191,329.7844543147,337.509572758,346.182428088,354.9126649746,356.3438620981,355.1184686971,354.8279103215,345.9120177665,353.6584010152,363.576357868,363.7582529611,381.2900296108,379.0086040609,376.2711379019,376.9799619289,376.8371700508,375.5398434856,368.8959010152,368.5904526227,367.4899407783,367.5397631134,367.6215101523,364.5027876481,354.9254399323,247.5365651438,269.1605160745,227.952072758,224.4460109983,222.7467301184,319.5094712352,343.2555414552,355.9955203046,359.6048307953,358.5277580372,363.0737098139,363.5846996616,368.0808417936,373.0023054146,381.9335829103,388.3729737733,391.3728341794,392.6890101523,392.1191539763,379.2666878173,377.011928934,363.7379610829,359.8318612521,355.9953468697,355.9953468697,359.8375634518,373.2747546531,391.0699407783,373.781036379,391.0706725888,385.1146658206,384.0040693739,372.9969416244,373.1233291032,371.5755879865,372.6713494078,368.0310998308,372.5804018613,372.2829230118,367.5524830795,377.1362901861,371.3438367174,366.6130879865,356.485499154,347.627677665,339.5839678511,332.8874365482,319.9805329949
2024-03-22,全省,电价,334.2734306261,363.4670050761,356.7546235195,356.7287267343,353.730964467,357.5448392555,349.9170896785,350.6099830795,350.3285575296,344.7743189509,344.364606599,338.7349915398,327.8234517766,327.6999830795,327.0037267343,327.1935786802,326.6585744501,320.9001607445,318.634428934,318.3136336717,318.6163113367,319.1638113367,320.6190482234,325.7217301184,328.164428934,347.5549915398,347.5549915398,349.8375634518,354.5964467005,357.4517766497,352.7774957699,347.9340101523,358.6615905245,368.2787648054,382.7585152284,381.9525930626,380.6815820643,376.5921404399,371.4620642978,380.0571404399,387.96107022,383.2256683587,387.4421658206,393.8525296108,396.2367005076,403.8571489002,425.8463705584,380.7747969543,320.285071912,335.8201692047,325.0984221658,323.6542089679,322.8664170897,330.430537225,332.4977664975,359.3632910321,368.5340651438,372.6107275804,373.657072758,384.2258883249,383.8992005076,393.3183714044,391.5227622673,394.3547038917,390.690215736,388.3371742809,409.3341328257,453.1211632826,446.7228426396,381.2596912014,371.0141285956,351.8908164129,350.8914255499,352.845177665,354.8430118443,366.730858714,376.3087055838,383.7273477157,382.5300126904,375.4535659898,362.061535533,367.8659686971,369.148320643,370.7828341794,364.7334306261,367.288785956,361.3516497462,356.5811294416,359.55321489,360.5390820643,359.9426353638,350.1714001692,338.6542554992,331.6378595601,327.3455964467,316.1071404399
2024-03-23,全省,电价,347.0085575296,388.7423646362,376.3072715736,381.7959010152,368.1109221658,366.9268020305,357.7217258883,363.7894500846,362.6102664975,355.1759771574,349.4266835871,341.3763367174,334.607322335,332.1190397631,331.556357868,330.9329187817,327.4701988156,327.13928511,323.8787732657,324.5302030457,323.8787732657,324.0218866328,331.4103130288,330.962605753,331.4103553299,338.7394839255,340.4493316413,350.1288663283,355.8402453469,356.1602580372,356.8098392555,348.5473773266,355.2340270728,365.4625634518,377.1012690355,374.5284179357,377.712965313,382.5079357022,391.0924407783,407.7778172589,388.5717808799,386.9237055838,400.9271489002,399.4398181049,464.7889170897,432.5841159052,446.4922631134,358.4482318105,307.9251522843,308.404213198,307.5989593909,309.8330456853,278.0299746193,293.5918866328,310.392034687,340.901180203,346.5937013536,350.5747546531,352.3910109983,356.8823857868,360.8394500846,366.5824492386,374.8510829103,386.1520854484,378.178037225,379.9630160745,387.0749153976,405.6834010152,391.684750423,381.5639974619,369.7282614213,360.2970854484,356.8252961083,356.8252961083,360.9027411168,375.4070177665,375.1526480541,384.5104610829,379.0253045685,377.3330414552,375.2044966159,377.4808714044,388.554141286,374.110321489,373.9357021997,368.1058164129,373.6628595601,364.0393401015,373.5719120135,374.6803257191,369.5393739425,357.176857022,353.9612901861,350.5670431472,338.6609560068,322.6247546531
2024-03-24,全省,电价,343.9616920474,386.9995896785,389.4959094755,432.9864593909,372.5423054146,372.0421996616,362.4100507614,362.8589509306,359.7328680203,355.1547673435,350.2377368866,349.5937098139,344.3162055838,341.3429230118,342.7316328257,339.9689170897,339.5516032149,338.9569373942,335.8201353638,332.314107445,333.8757614213,334.4248815567,334.5629103215,335.8052707276,334.4248815567,340.1849027073,336.7810448393,342.2013620981,345.2983756345,346.355748731,347.2820642978,341.9318189509,339.2298688663,346.3339720812,354.1686675127,354.9390397631,355.3152580372,354.841214044,354.0526522843,353.8179060914,346.4073138748,354.7742385787,353.42357022,353.5881937394,354.299107445,355.6399619289,356.8594923858,343.0726353638,264.1377622673,331.9440228426,324.4579737733,328.534141286,328.4971192893,337.9077284264,337.6193739425,348.3733798646,342.6371615905,345.1320600677,351.3536548223,352.6825761421,353.1237605753,355.2851395939,355.4697631134,361.254179357,362.1459856176,360.16142978,356.4351142132,364.3385829103,363.2581091371,367.7081091371,367.4834179357,365.3774111675,365.1162732657,361.9394500846,366.5465524535,375.5652453469,370.6984940778,374.939107445,374.939107445,374.939107445,368.4714763113,372.6572208122,373.82571489,364.1941962775,364.1941962775,364.0089043993,364.4706810491,364.5930541455,368.0346869712,361.2105118443,362.3080541455,358.5122335025,347.5452834179,345.1793147208,337.5508544839,330.7867766497
2024-03-25,全省,电价,332.9020262267,384.4387013536,383.0151142132,406.9077961083,402.4293147208,403.1964128596,411.410676819,394.283248731,382.0241920474,374.0339932318,364.4379483926,355.7979822335,350.2617724196,347.986391709,345.7293612521,342.6114763113,339.3216582064,338.0983460237,338.0983460237,334.4725169205,334.7919754653,339.2485109983,339.8351353638,343.2064467005,347.148037225,363.8614847716,373.6746023689,383.0859813875,395.5723307953,384.0324576988,377.3399661591,371.5136209814,378.6577326565,525.0196573604,598.0901480541,620.6157529611,705.9737563452,730.3669331641,573.8569120135,565.4473730964,694.6631937394,717.4513324873,680.2135448393,713.6540524535,692.0841032149,521.0001226734,638.9449746193,662.995427242,397.8752538071,419.7062182741,397.6565989848,396.4322673435,383.0404949239,412.0685025381,474.0288282572,676.8513282572,657.7040524535,684.3833967851,676.8299492386,693.3842216582,678.9521869712,681.3021192893,688.1206810491,668.0142978003,652.8100972927,651.8068020305,653.093785956,657.6113367174,646.1835913706,518.1133037225,443.7316370558,400.5332064298,442.6822461929,493.7678849408,528.6484348562,504.1393654822,467.9513536379,643.2045558376,638.8242174281,516.6509517766,457.1082952623,476.9203637902,468.7273138748,461.4217047377,475.5967301184,481.7677707276,453.7292089679,512.6770219966,504.2393781726,447.720642978,463.3965609137,408.7226142132,379.7130752961,371.5977411168,358.0439086294,349.1066539763
2024-03-26,全省,电价,366.2597808681,485.3543067847,534.0671133586,534.0671133586,514.700109566,471.1974209861,442.6042520017,433.5190644753,413.1155794353,397.7534723978,383.5088706279,383.399325748,376.4483312263,374.8468815845,367.2537884534,366.1351833123,359.6902570586,356.0781542351,353.7770122208,350.4492414665,350.2582680152,352.086687737,348.4255962916,356.6696291614,360.657640118,368.7473662031,383.4999325748,397.5934049726,408.7391234724,399.549662874,392.8992203961,398.1022840287,421.4267340919,513.4917867678,763.007416772,484.1900294985,476.5065107459,481.352414665,484.534888327,502.9817741256,482.1908386009,456.7901727771,456.084660767,462.9042941424,458.9941297935,481.0817530552,480.9370880742,414.0899241466,368.4099873578,375.2992498946,377.9348588285,369.3386388538,372.0285545723,375.2167045933,391.4337126001,433.3784365782,423.1192035398,425.1076611884,428.0418499789,430.2937336705,427.1213906448,429.2010240202,417.9478971766,445.8875726928,451.9998061525,428.1620564686,424.4806068268,443.1780573114,440.7857774968,445.6654740834,416.6903076275,399.2367509482,413.2767762326,423.3222713864,435.6450231774,453.1012515803,438.7069447956,449.7954951538,445.4086093552,441.7580783818,425.8918162663,428.1867045933,433.7069532238,428.3941340076,416.7577791825,431.6419595449,441.5608217446,434.4966245259,418.4431268437,398.1908765276,383.3378887484,380.7539696587,374.2652085967,363.2261904762,353.6178887484,343.3367762326
2024-03-27,全省,电价,363.2443868521,429.8976569743,404.6594690265,410.4515297092,411.8837294564,419.9524989465,410.9371470712,401.7339275179,401.3896502318,392.40145807,389.1958027813,382.2559376317,372.9541972187,372.761963759,362.8513695744,361.6871133586,352.9466455963,352.817189212,351.883088917,348.5361862621,348.3276443321,352.8110914454,353.4365276022,355.3968225874,358.3379730299,377.4244753477,382.7993973873,392.4098777918,405.7563295407,400.2826211547,392.4763758955,393.2279098188,406.5945427729,531.3050484619,828.2154867257,533.6436873156,520.2494690265,520.0079056047,576.250223346,663.2934302571,762.9276021913,747.4994353139,671.4649557522,582.0197471555,469.725335019,549.2336957438,510.2152970923,414.7515339233,378.4075052676,370.4148040455,364.4447071218,360.9274968394,358.866573957,388.1882848715,410.2067172356,418.9711715129,416.6737210282,426.78011378,432.5685672145,432.3258954909,410.6637547408,417.195002107,417.351740413,443.0679646018,413.3021196797,404.2266498104,398.3920859671,393.0635861778,390.1287568479,391.4913063633,376.9625073746,386.6796123051,386.3554867257,396.3094353139,408.9995322377,416.8222081753,416.6258912769,446.0756089338,415.5315254952,420.4978297514,442.4574757691,462.6489380531,481.0316729878,455.1511083017,436.9128360725,481.5309018121,482.8162073325,481.6408891698,483.5205309735,418.9707163928,394.2568183734,384.5755162242,383.596177834,373.8026885799,363.987357775,354.1685630004
2024-03-28,全省,电价,343.5133387556,376.3752582351,378.7472143148,377.7708296055,377.6862749085,381.1080276535,376.3825864172,371.5025010167,369.2325335502,365.0871207808,355.3863359089,348.13199268,345.1925945506,344.8645140301,340.6051321675,335.5601870679,333.3802562017,332.6203578691,332.4590849939,330.024448963,331.2382228548,334.6154737698,338.2045668971,343.3850142334,351.8587149248,365.6544204961,380.7784343229,390.4150142334,393.9469337129,393.9351159008,389.8661773078,393.5436193575,408.1941317609,430.1166246442,437.6397519317,426.3628141521,419.2530744205,436.9842781619,436.7107726718,404.2094265962,430.5342456283,407.1592232615,419.9707320049,417.4625701505,423.2704432696,421.7584709231,430.2729361529,423.1749125661,409.6403172021,390.5367751118,396.1356242375,392.1572834486,397.9021228142,411.5038430256,412.5168198455,415.4364213095,420.0741764945,425.1702643351,432.9872183815,433.8962220415,432.3142212281,439.7970435136,440.2213745425,440.253253355,447.5686376576,454.7166490443,454.0765026434,460.6838348922,453.6220780805,465.3013786092,451.889243595,449.3024115494,447.2816714111,469.4180967873,472.6337616917,480.0055429036,482.3753802359,522.6337210248,469.8013786092,486.4045302969,476.9029239528,469.5038714925,464.4265351769,463.5075803172,465.9819438796,467.0856120374,469.2516022773,421.1395363969,435.7955673038,445.4105327369,461.9719438796,452.470902806,439.9469377796,425.1493371289,409.8258763725,384.4883123221
2024-03-29,全省,电价,360.5346488023,388.8537515225,383.3683719042,389.1242590337,388.0628095818,389.8237677629,388.0827933415,378.9780714576,372.7953471376,368.6529516849,364.4972919204,363.3252943565,358.2234470158,353.7276045473,352.4799675193,348.6287007714,343.9971092164,324.5268859115,308.6365083232,310.8783150629,272.7773447016,328.8883313033,341.9527527406,352.1152131547,358.3268331303,368.5165205035,377.3716118555,390.4452415753,381.4056881851,387.5877872513,383.0620990662,387.556000812,395.6127892814,444.0026390581,436.3221396671,448.5650791717,458.3191961023,464.456638246,459.8515387739,461.4319041819,453.0683719042,438.3422817702,425.7970848559,424.7732480715,425.7429760455,429.0514453918,408.1286926512,403.5562403573,369.0159520909,369.7112383272,367.779045879,371.3463296793,370.51500203,376.437088916,381.6524969549,385.071453512,387.9311084044,389.2553105968,391.3160860739,394.3541981324,395.1857693869,413.5547015834,413.2138327243,415.0495615104,420.0535972391,428.3238814454,429.648136419,438.2539139261,420.1369062119,440.0528339423,410.6233130329,427.0799269184,426.4031140885,434.2964514819,446.4431993504,449.8413763703,455.8496670727,468.9405684125,433.4382135607,439.8539910678,438.855318717,437.9113154689,439.7209663013,436.7849370686,435.6166423061,420.6868250102,422.6206902152,423.7202842063,421.8634632562,416.5120990662,407.3773771823,399.6318879415,381.8520950061,373.2757815672,365.1973041007,352.7425781567
2024-03-30,全省,电价,342.5117295981,421.1094194072,414.6227161998,414.811591555,421.0330328867,421.5045757207,410.9028339423,406.7296102314,392.2034673163,383.7273487617,376.6023548518,374.0124035729,367.3356678847,362.2485749086,356.0211896062,354.0114819326,350.3539707674,345.7762565976,342.5802354852,342.1208363784,340.3351847341,341.8307673569,340.4757531466,346.8066179456,346.5446244417,354.9078400325,366.8534470158,375.0158911896,376.2319326025,378.2406211937,371.3655582623,386.1491230207,391.4960129923,434.1556110434,447.0435647584,442.0546285018,468.8445391799,484.1695818108,469.6770807958,506.3068250102,470.1295696305,464.2507673569,467.4891717418,445.1882176208,442.0470320747,462.4262241169,424.0688266342,409.4002070646,359.6243767763,369.9886236297,366.5685505481,369.8140073082,372.1949289484,376.579683313,403.8667803492,415.0701624036,408.2060576533,427.1154770605,449.9721721478,440.592452294,446.7579212343,446.5879577751,439.7692651238,458.0368006496,461.3785221275,461.5268574909,453.8062038165,467.6425131953,438.7456110434,461.4454689403,437.9179171742,444.7520300447,430.2254405197,430.0442062525,440.1516768169,423.9587576127,419.1053593179,420.486638246,462.9376654486,457.1318351604,403.6312992286,403.5408282582,410.4542346732,411.7979658952,409.8840073082,430.4995330897,435.1151157125,450.4404628502,445.5018432806,444.6968209501,434.0183840844,419.0935282176,417.6264393017,403.4748152659,393.7741047503,378.0252781161
2024-03-31,全省,电价,349.9041615916,373.2550751117,371.4497442144,372.4294640682,371.6119732034,368.8624644742,368.0752334551,360.9871619976,355.3705602923,350.1023548518,348.0772797402,346.2118107998,341.8883069428,345.3196508323,335.9123710922,328.2442346732,329.447044255,272.493410475,289.0009703613,258.3493016646,271.2023792123,284.9412992286,271.2867559886,288.3953836784,270.3244214373,329.7502233049,339.9699066179,346.3322492895,346.0344498579,344.6847300041,343.0714332115,343.030089322,337.2412383272,350.7754364596,358.431680877,359.3945269996,359.7638733252,362.2974746244,367.7186885911,368.5664880227,361.9692813642,360.7788956557,361.2852699959,358.9670767357,353.5905318717,361.8543727162,352.0914332115,344.4191676817,319.7802436054,324.1476654486,325.2985140073,325.1659926918,325.7747300041,328.9847300041,335.2150791717,351.5553755583,346.1370767357,347.1093544458,352.6023589119,359.7140803898,359.0933739342,362.9687900934,373.2144051969,368.6666301259,371.3652415753,371.1781079984,378.051226147,390.9166463662,387.3302192448,393.3663987008,390.2568087698,402.0937515225,394.6213114089,395.5104669103,399.7337555826,396.4967925294,389.687771011,410.5801136825,393.386954933,392.6998863175,386.0040276086,397.2262362972,399.0872391393,398.2192245229,392.8903938287,407.8359642712,397.1453796184,389.169861957,380.9316077954,376.5467762891,370.0170645554,357.962001624,352.0636094194,346.993593179,343.2897888754,325.3191067803
2024-04-01,全省,电价,344.3296888141,364.094196804,369.7414634146,371.2371236333,383.7746005046,376.0106812447,373.9343986543,369.0142977292,364.094196804,358.1900756939,355.5627417998,354.2539949537,354.2539949537,350.4359966358,346.3818334735,345.3978132885,344.4137931034,344.4137931034,344.4137931034,342.4457527334,339.4936921783,344.4137931034,344.4137931034,344.4137931034,346.3818334735,354.2539949537,362.0212783852,364.1568334735,364.094196804,365.1864592094,354.2539949537,358.0382380151,371.1839529016,400.8009714045,416.4641589571,427.1893355761,403.0784356602,592.7288687973,384.2429941127,401.7589571068,392.1663624895,383.9651808242,388.03872582,394.1055424727,400.7228721615,386.5359840202,378.8693439865,365.6635197645,316.5684566863,326.7661396131,326.5529857023,326.4396593776,316.3363540791,308.4960344828,331.3995794786,336.0277165685,340.6514634146,345.8028006728,347.8881202691,354.0020016821,355.0493902439,357.8775777965,365.3310050463,367.3035449958,378.1326198486,379.4773212784,387.9773170732,382.8175231287,383.776804037,387.1598275862,364.4973086627,367.0420142977,363.4884735071,374.1422077376,373.1656181665,380.3202228764,373.6066947014,382.9881076535,378.1300841043,373.1656181665,367.7479310345,369.3902607233,371.317371741,370.2604583684,367.5872834315,373.2952060555,377.2245584525,378.645824222,373.2952060555,363.4718250631,361.3147855341,353.7703952902,351.7081581161,345.8873002523,343.9470142977,324.1783010934
2024-04-02,全省,电价,363.4718250631,393.6148023549,393.6148023549,393.6148023549,403.4308536585,403.4308536585,393.6148023549,393.6148023549,383.7746005046,373.9343986543,369.4600504626,363.4430740118,359.2350714886,356.3195962994,354.3759461733,352.4322960471,345.6295206056,344.6576955425,344.6576955425,344.6576955425,339.7985702271,342.7140454163,344.6576955425,344.6576955425,346.591627418,354.3759461733,364.094196804,364.094196804,364.094196804,364.094196804,355.2447434819,360.1648444071,376.6658578638,386.1923801514,387.3934440706,390.6094238856,401.0999621531,425.283784693,466.6273296888,469.7384482759,483.3348065601,453.3607317073,465.0610260723,470.4470563499,497.269705635,487.834234651,480.3156560135,471.4834104289,395.6867998318,382.116568545,397.7920521447,386.0195332212,384.8265433137,404.195470984,423.0345121951,462.9308200168,472.0506896552,467.2444238856,470.2271236333,479.4970521447,482.9750756939,496.2874558452,501.1027964676,499.2213498738,495.0549873844,469.0007695542,452.4259840202,455.6926997477,432.6519428091,457.1539276703,404.287371741,393.4804583684,375.4401219512,389.3277964676,394.7924474348,398.721745164,397.1529184188,407.0551429773,404.4318460892,399.4162825904,389.5147014298,398.3136585366,396.5735786375,396.7663078217,396.2107106812,405.2707527334,409.6929688814,408.4852270816,406.0700504626,414.357804878,425.6204541632,402.7983221194,394.5936459209,374.8036038688,363.7964550042,350.7447434819
2024-04-03,全省,电价,345.9030168067,383.7513529412,386.0412226891,393.5832857143,386.0421932773,383.7513529412,373.7980840336,373.7980840336,385.9829495798,364.021289916,364.021289916,359.1731554622,356.6526008403,353.761394958,353.1529705882,351.1842563025,346.6058823529,344.6349747899,344.418487395,344.418487395,344.418487395,344.418487395,344.418487395,345.6340336134,351.4643781513,359.2324453782,364.1858067227,373.9194201681,364.087487395,364.021289916,354.2445882353,357.1702647059,375.8508361345,391.9557773109,391.9151302521,397.6088067227,401.3713277311,419.9442773109,423.9686092437,450.7065546218,450.7065546218,457.1625336134,495.4794117647,637.9942016807,750.7177478992,706.1747142857,779.7819537815,547.8066470588,377.8225588235,400.7516512605,407.6522226891,410.3506134454,406.4852058824,415.4793319328,434.6886218487,570.7589453782,543.1221218487,573.766697479,504.1965252101,496.6261638655,512.6168613445,514.7969495798,476.0418403361,543.0560420168,466.0652226891,453.1170252101,443.3141260504,439.7696680672,426.3056890756,444.4053697479,383.4618865546,403.0083907563,387.0917394958,387.0922226891,384.8118781513,383.5601260504,381.9387184874,387.7603109244,387.7603109244,387.7603109244,382.6321596639,387.7602647059,393.4616470588,391.5585462185,393.4660336134,393.5098907563,399.4124831933,403.3469201681,393.262407563,393.2653193277,392.5375210084,383.4333865546,373.8047521008,368.9092436975,364.087487395,354.2555546218
